Data;Partia_miesniowa;Cwiczenie;Nr_serii;Powtorzenia;Ciezar_kg;Szacowany_1RM
﻿2026-08-17;Klatka;Bench Press (Barbell);0;6;98.5;118.2
﻿2026-08-17;Klatka;Bench Press (Barbell);1;4;101.0;114.5
﻿2026-08-17;Klatka;Bench Press (Barbell);2;3;103.5;113.9
﻿2026-08-17;Klatka;Bench Press (Barbell);3;2;106.0;113.1
﻿2026-08-17;Brak kategorii;Pull Up (Weighted);0;10;5.0;6.7
﻿2026-08-17;Brak kategorii;Pull Up (Weighted);1;8;7.5;9.5
﻿2026-08-17;Brak kategorii;Pull Up (Weighted);2;7;7.5;9.2
﻿2026-08-17;Brak kategorii;Pull Up (Weighted);3;7;7.5;9.2
﻿2026-08-17;Klatka;Incline Bench Press (Smith Machine);0;7;80.0;98.7
﻿2026-08-17;Klatka;Incline Bench Press (Smith Machine);1;4;85.0;96.3
﻿2026-08-17;Klatka;Incline Bench Press (Smith Machine);2;13;64.0;91.7
﻿2026-08-17;Plecy;T Bar Row;0;10;72.5;96.7
﻿2026-08-17;Plecy;T Bar Row;1;8;77.5;98.2
﻿2026-08-17;Plecy;T Bar Row;2;15;58.25;87.4
﻿2026-08-17;Klatka;Low Cable Fly Crossovers;0;11;18.75;25.6
﻿2026-08-17;Klatka;Low Cable Fly Crossovers;1;7;20.0;24.7
﻿2026-08-17;Klatka;Low Cable Fly Crossovers;2;11;15.0;20.5
﻿2026-08-17;Plecy;Single Arm Cable Row;0;10;60.0;80.0
﻿2026-08-17;Plecy;Single Arm Cable Row;1;8;62.5;79.2
﻿2026-08-17;Plecy;Single Arm Cable Row;2;12;47.5;66.5
﻿2026-08-17;Barki;Lateral Raise (Machine);0;5;67.5;78.8
﻿2026-08-17;Barki;Lateral Raise (Machine);1;11;50.0;68.3
﻿2026-08-17;Barki;Rear Delt Reverse Fly (Machine);0;8;27.5;34.8
﻿2026-08-17;Barki;Rear Delt Reverse Fly (Machine);1;15;20.0;30.0
﻿2026-08-17;Biceps;Bicep Curl (Cable);0;7;37.5;46.2
﻿2026-08-17;Biceps;Bicep Curl (Cable);1;12;28.75;40.2
﻿2026-08-17;Triceps;Triceps Rope Pushdown;0;7;37.5;46.2
﻿2026-08-17;Triceps;Triceps Rope Pushdown;1;12;28.75;40.2
﻿2026-08-15;Nogi;Hack Squat (Machine) Kapelanka;0;10;152.0;202.7
﻿2026-08-15;Nogi;Hack Squat (Machine) Kapelanka;1;9;154.5;200.8
﻿2026-08-15;Nogi;Hack Squat (Machine) Kapelanka;2;8;157.0;198.9
﻿2026-08-15;Nogi;Leg Extension (Machine) Kapelanka;0;10;98.5;131.3
﻿2026-08-15;Nogi;Leg Extension (Machine) Kapelanka;1;10;101.0;134.7
﻿2026-08-15;Nogi;Leg Extension (Machine) Kapelanka;2;10;103.0;137.3
﻿2026-08-15;Nogi;Lying Leg Curl (Machine) Kapelanka;0;10;69.5;92.7
﻿2026-08-15;Nogi;Lying Leg Curl (Machine) Kapelanka;1;10;72.0;96.0
﻿2026-08-15;Nogi;Lying Leg Curl (Machine) Kapelanka;2;10;74.0;98.7
﻿2026-08-15;Brzuch;Hanging Leg Raise;0;20;0.0;0.0
﻿2026-08-15;Brzuch;Hanging Leg Raise;1;18;0.0;0.0
﻿2026-08-15;Brzuch;Hanging Leg Raise;2;17;0.0;0.0
﻿2026-08-15;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;0;12;46.25;64.8
﻿2026-08-15;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;1;12;46.25;64.8
﻿2026-08-15;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;2;12;46.25;64.8
﻿2026-08-14;Barki;Overhead Press (Smith Machine);0;9;70.0;91.0
﻿2026-08-14;Barki;Overhead Press (Smith Machine);1;7;75.0;92.5
﻿2026-08-14;Barki;Overhead Press (Smith Machine);2;4;80.0;90.7
﻿2026-08-14;Barki;Overhead Press (Smith Machine);3;12;60.0;84.0
﻿2026-08-14;Barki;Lateral Raise (Dumbbell);0;18;15.0;24.0
﻿2026-08-14;Barki;Lateral Raise (Dumbbell);1;12;17.5;24.5
﻿2026-08-14;Barki;Single Arm Lateral Raise (Cable);0;10;11.25;15.0
﻿2026-08-14;Barki;Single Arm Lateral Raise (Cable);1;4;12.5;14.2
﻿2026-08-14;Barki;Face Pull;0;12;35.0;49.0
﻿2026-08-14;Barki;Face Pull;1;12;35.0;49.0
﻿2026-08-14;Barki;Face Pull;2;12;36.25;50.8
﻿2026-08-14;Barki;Face Pull;3;20;28.75;47.9
﻿2026-08-14;Biceps;Preacher Curl (Machine);0;7;55.0;67.8
﻿2026-08-14;Biceps;Preacher Curl (Machine);1;6;57.5;69.0
﻿2026-08-14;Biceps;Preacher Curl (Machine);2;9;43.5;56.6
﻿2026-08-14;Triceps;Skullcrusher (Barbell);0;9;51.5;67.0
﻿2026-08-14;Triceps;Skullcrusher (Barbell);1;6;54.0;64.8
﻿2026-08-14;Triceps;Skullcrusher (Barbell);2;12;44.0;61.6
﻿2026-08-14;Biceps;Seated Incline Curl (Dumbbell);0;12;17.5;24.5
﻿2026-08-14;Biceps;Seated Incline Curl (Dumbbell);1;8;20.0;25.3
﻿2026-08-14;Triceps;Triceps Pushdown V-Grip;0;10;46.25;61.7
﻿2026-08-14;Triceps;Triceps Pushdown V-Grip;1;7;47.5;58.6
﻿2026-08-14;Biceps;Hammer Curl (Cable);0;10;38.25;51.0
﻿2026-08-14;Biceps;Hammer Curl (Cable);1;10;28.75;38.3
﻿2026-08-14;Triceps;Single Arm Triceps Pushdown (Cable) (Catana);0;9;13.75;17.9
﻿2026-08-14;Triceps;Single Arm Triceps Pushdown (Cable) (Catana);1;12;10.0;14.0
﻿2026-08-13;Klatka;Feet Up Bench Press (Barbell);0;10;90.0;120.0
﻿2026-08-13;Klatka;Feet Up Bench Press (Barbell);1;8;92.5;117.2
﻿2026-08-13;Klatka;Feet Up Bench Press (Barbell);2;6;95.0;114.0
﻿2026-08-13;Plecy;Lat Pulldown - Close Grip (Cable);0;11;99.5;136.0
﻿2026-08-13;Plecy;Lat Pulldown - Close Grip (Cable);1;10;103.0;137.3
﻿2026-08-13;Plecy;Lat Pulldown - Close Grip (Cable);2;7;110.0;135.7
﻿2026-08-13;Plecy;Lat Pulldown - Close Grip (Cable);3;12;82.0;114.8
﻿2026-08-13;Klatka;Incline Chest Press (Machine);0;8;112.5;142.5
﻿2026-08-13;Klatka;Incline Chest Press (Machine);1;7;115.0;141.8
﻿2026-08-13;Klatka;Incline Chest Press (Machine);2;6;117.5;141.0
﻿2026-08-13;Klatka;Incline Chest Press (Machine);3;11;88.0;120.3
﻿2026-08-13;Plecy;Iso-Lateral High Row (Machine);0;10;145.0;193.3
﻿2026-08-13;Plecy;Iso-Lateral High Row (Machine);1;8;155.0;196.3
﻿2026-08-13;Plecy;Iso-Lateral High Row (Machine);2;14;117.5;172.3
﻿2026-08-13;Klatka;Butterfly (Pec Deck);0;11;115.0;157.2
﻿2026-08-13;Klatka;Butterfly (Pec Deck);1;9;117.0;152.1
﻿2026-08-13;Klatka;Butterfly (Pec Deck);2;10;88.0;117.3
﻿2026-08-13;Plecy;Pullover (Machine);0;12;107.5;150.5
﻿2026-08-13;Plecy;Pullover (Machine);1;10;112.5;150.0
﻿2026-08-13;Plecy;Pullover (Machine);2;8;117.5;148.8
﻿2026-08-12;Cardio;Treadmill;0;0;0.0;0.0
﻿2026-08-11;Rozgrzewka;Warm Up;0;0;0.0;0.0
﻿2026-08-11;Nogi;Front Squat;0;5;107.5;125.4
﻿2026-08-11;Nogi;Front Squat;1;4;112.5;127.5
﻿2026-08-11;Nogi;Front Squat;2;2;117.5;125.3
﻿2026-08-11;Nogi;Romanian Deadlift (Barbell);0;9;135.0;175.5
﻿2026-08-11;Nogi;Romanian Deadlift (Barbell);1;8;145.0;183.7
﻿2026-08-11;Nogi;Romanian Deadlift (Barbell);2;6;155.0;186.0
﻿2026-08-11;Nogi;Belt Squat (Machine);0;12;180.0;252.0
﻿2026-08-11;Nogi;Belt Squat (Machine);1;11;190.0;259.7
﻿2026-08-11;Nogi;Belt Squat (Machine);2;10;200.0;266.7
﻿2026-08-11;Nogi;Leg Extension (Machine);0;11;100.0;136.7
﻿2026-08-11;Nogi;Leg Extension (Machine);1;10;102.5;136.7
﻿2026-08-11;Nogi;Leg Extension (Machine);2;11;77.5;105.9
﻿2026-08-11;Nogi;Seated Leg Curl (Machine);0;10;72.5;96.7
﻿2026-08-11;Nogi;Seated Leg Curl (Machine);1;8;77.5;98.2
﻿2026-08-11;Nogi;Seated Leg Curl (Machine);2;13;57.5;82.4
﻿2026-08-11;Nogi;Hip Adduction (Machine);0;13;100.0;143.3
﻿2026-08-11;Nogi;Hip Adduction (Machine);1;13;100.0;143.3
﻿2026-08-11;Brzuch;Cable Crunch;0;13;55.0;78.8
﻿2026-08-11;Brzuch;Cable Crunch;1;12;57.5;80.5
﻿2026-08-11;Brzuch;Cable Crunch;2;16;43.75;67.1
﻿2026-08-11;Brzuch;Cable Core Pallof Press;0;9;27.5;35.8
﻿2026-08-11;Brzuch;Cable Core Pallof Press;1;8;28.75;36.4
﻿2026-08-10;Klatka;Bench Press (Barbell);0;7;98.5;121.5
﻿2026-08-10;Klatka;Bench Press (Barbell);1;5;101.0;117.8
﻿2026-08-10;Klatka;Bench Press (Barbell);2;4;103.5;117.3
﻿2026-08-10;Klatka;Bench Press (Barbell);3;2;106.0;113.1
﻿2026-08-10;Brak kategorii;Pull Up (Weighted);0;9;5.0;6.5
﻿2026-08-10;Brak kategorii;Pull Up (Weighted);1;8;5.0;6.3
﻿2026-08-10;Brak kategorii;Pull Up (Weighted);2;8;5.0;6.3
﻿2026-08-10;Brak kategorii;Pull Up (Weighted);3;7;5.0;6.2
﻿2026-08-10;Klatka;Incline Bench Press (Smith Machine);0;7;80.0;98.7
﻿2026-08-10;Klatka;Incline Bench Press (Smith Machine);1;6;82.5;99.0
﻿2026-08-10;Klatka;Incline Bench Press (Smith Machine);2;13;62.5;89.6
﻿2026-08-10;Plecy;T Bar Row;0;10;71.25;95.0
﻿2026-08-10;Plecy;T Bar Row;1;8;76.25;96.6
﻿2026-08-10;Plecy;T Bar Row;2;12;57.5;80.5
﻿2026-08-10;Klatka;Low Cable Fly Crossovers;0;11;17.5;23.9
﻿2026-08-10;Klatka;Low Cable Fly Crossovers;1;10;18.75;25.0
﻿2026-08-10;Klatka;Low Cable Fly Crossovers;2;12;13.75;19.2
﻿2026-08-10;Plecy;Single Arm Cable Row;0;11;55.0;75.2
﻿2026-08-10;Plecy;Single Arm Cable Row;1;10;57.5;76.7
﻿2026-08-10;Plecy;Single Arm Cable Row;2;12;43.5;60.9
﻿2026-08-10;Barki;Lateral Raise (Machine);0;8;65.0;82.3
﻿2026-08-10;Barki;Lateral Raise (Machine);1;13;47.5;68.1
﻿2026-08-10;Barki;Rear Delt Reverse Fly (Machine);0;7;27.5;33.9
﻿2026-08-10;Barki;Rear Delt Reverse Fly (Machine);1;13;20.0;28.7
﻿2026-08-10;Biceps;Bicep Curl (Cable);0;8;36.25;45.9
﻿2026-08-10;Biceps;Bicep Curl (Cable);1;12;27.5;38.5
﻿2026-08-10;Triceps;Triceps Rope Pushdown;0;8;36.25;45.9
﻿2026-08-10;Triceps;Triceps Rope Pushdown;1;12;27.5;38.5
﻿2026-08-08;Nogi;Hack Squat (Machine) Kapelanka;0;10;149.5;199.3
﻿2026-08-08;Nogi;Hack Squat (Machine) Kapelanka;1;9;152.0;197.6
﻿2026-08-08;Nogi;Hack Squat (Machine) Kapelanka;2;8;154.5;195.7
﻿2026-08-08;Nogi;Leg Extension (Machine) Kapelanka;0;10;96.0;128.0
﻿2026-08-08;Nogi;Leg Extension (Machine) Kapelanka;1;10;98.5;131.3
﻿2026-08-08;Nogi;Leg Extension (Machine) Kapelanka;2;10;101.0;134.7
﻿2026-08-08;Nogi;Lying Leg Curl (Machine) Kapelanka;0;10;67.0;89.3
﻿2026-08-08;Nogi;Lying Leg Curl (Machine) Kapelanka;1;10;69.5;92.7
﻿2026-08-08;Nogi;Lying Leg Curl (Machine) Kapelanka;2;10;72.0;96.0
﻿2026-08-08;Brzuch;Hanging Leg Raise;0;19;0.0;0.0
﻿2026-08-08;Brzuch;Hanging Leg Raise;1;17;0.0;0.0
﻿2026-08-08;Brzuch;Hanging Leg Raise;2;16;0.0;0.0
﻿2026-08-08;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;0;13;44.5;63.8
﻿2026-08-08;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;1;10;46.25;61.7
﻿2026-08-08;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;2;10;46.25;61.7
﻿2026-08-07;Barki;Overhead Press (Smith Machine);0;9;70.0;91.0
﻿2026-08-07;Barki;Overhead Press (Smith Machine);1;7;75.0;92.5
﻿2026-08-07;Barki;Overhead Press (Smith Machine);2;4;80.0;90.7
﻿2026-08-07;Barki;Overhead Press (Smith Machine);3;11;60.0;82.0
﻿2026-08-07;Barki;Lateral Raise (Dumbbell);0;17;15.0;23.5
﻿2026-08-07;Barki;Lateral Raise (Dumbbell);1;11;17.5;23.9
﻿2026-08-07;Barki;Single Arm Lateral Raise (Cable);0;10;11.25;15.0
﻿2026-08-07;Barki;Single Arm Lateral Raise (Cable);1;4;12.5;14.2
﻿2026-08-07;Barki;Face Pull;0;13;32.5;46.6
﻿2026-08-07;Barki;Face Pull;1;12;33.75;47.2
﻿2026-08-07;Barki;Face Pull;2;11;35.0;47.8
﻿2026-08-07;Barki;Face Pull;3;17;27.5;43.1
﻿2026-08-07;Biceps;Preacher Curl (Machine);0;7;55.0;67.8
﻿2026-08-07;Biceps;Preacher Curl (Machine);1;6;57.5;69.0
﻿2026-08-07;Biceps;Preacher Curl (Machine);2;8;43.5;55.1
﻿2026-08-07;Triceps;Skullcrusher (Barbell);0;9;51.5;67.0
﻿2026-08-07;Triceps;Skullcrusher (Barbell);1;6;54.0;64.8
﻿2026-08-07;Triceps;Skullcrusher (Barbell);2;12;43.5;60.9
﻿2026-08-07;Biceps;Seated Incline Curl (Dumbbell);0;12;17.5;24.5
﻿2026-08-07;Biceps;Seated Incline Curl (Dumbbell);1;8;20.0;25.3
﻿2026-08-07;Triceps;Triceps Pushdown V-Grip;0;10;45.0;60.0
﻿2026-08-07;Triceps;Triceps Pushdown V-Grip;1;9;46.25;60.1
﻿2026-08-07;Biceps;Hammer Curl (Cable);0;10;38.25;51.0
﻿2026-08-07;Biceps;Hammer Curl (Cable);1;9;40.0;52.0
﻿2026-08-07;Triceps;Single Arm Triceps Pushdown (Cable) (Catana);0;9;13.75;17.9
﻿2026-08-07;Triceps;Single Arm Triceps Pushdown (Cable) (Catana);1;6;15.0;18.0
﻿2026-08-06;Klatka;Feet Up Bench Press (Barbell);0;10;89.5;119.3
﻿2026-08-06;Klatka;Feet Up Bench Press (Barbell);1;9;92.0;119.6
﻿2026-08-06;Klatka;Feet Up Bench Press (Barbell);2;7;94.5;116.6
﻿2026-08-06;Plecy;Lat Pulldown - Close Grip (Cable);0;10;99.5;132.7
﻿2026-08-06;Plecy;Lat Pulldown - Close Grip (Cable);1;9;103.0;133.9
﻿2026-08-06;Plecy;Lat Pulldown - Close Grip (Cable);2;8;106.5;134.9
﻿2026-08-06;Plecy;Lat Pulldown - Close Grip (Cable);3;12;80.0;112.0
﻿2026-08-06;Klatka;Incline Chest Press (Machine);0;9;110.0;143.0
﻿2026-08-06;Klatka;Incline Chest Press (Machine);1;8;112.5;142.5
﻿2026-08-06;Klatka;Incline Chest Press (Machine);2;6;115.0;138.0
﻿2026-08-06;Klatka;Incline Chest Press (Machine);3;12;86.0;120.4
﻿2026-08-06;Plecy;Iso-Lateral High Row (Machine);0;10;142.5;190.0
﻿2026-08-06;Plecy;Iso-Lateral High Row (Machine);1;8;152.5;193.2
﻿2026-08-06;Plecy;Iso-Lateral High Row (Machine);2;13;115.0;164.8
﻿2026-08-06;Klatka;Butterfly (Pec Deck);0;10;115.0;153.3
﻿2026-08-06;Klatka;Butterfly (Pec Deck);1;8;117.0;148.2
﻿2026-08-06;Klatka;Butterfly (Pec Deck);2;9;88.0;114.4
﻿2026-08-06;Plecy;Pullover (Machine);0;12;105.0;147.0
﻿2026-08-06;Plecy;Pullover (Machine);1;10;110.0;146.7
﻿2026-08-06;Plecy;Pullover (Machine);2;8;115.0;145.7
﻿2026-08-05;Cardio;Treadmill;0;0;0.0;0.0
﻿2026-08-04;Rozgrzewka;Warm Up;0;0;0.0;0.0
﻿2026-08-04;Nogi;Front Squat;0;5;106.0;123.7
﻿2026-08-04;Nogi;Front Squat;1;4;111.0;125.8
﻿2026-08-04;Nogi;Front Squat;2;3;116.0;127.6
﻿2026-08-04;Nogi;Romanian Deadlift (Barbell);0;9;133.5;173.6
﻿2026-08-04;Nogi;Romanian Deadlift (Barbell);1;8;143.5;181.8
﻿2026-08-04;Nogi;Romanian Deadlift (Barbell);2;6;153.5;184.2
﻿2026-08-04;Nogi;Belt Squat (Machine);0;12;170.0;238.0
﻿2026-08-04;Nogi;Belt Squat (Machine);1;10;180.0;240.0
﻿2026-08-04;Nogi;Belt Squat (Machine);2;10;190.0;253.3
﻿2026-08-04;Nogi;Leg Extension (Machine);0;11;95.0;129.8
﻿2026-08-04;Nogi;Leg Extension (Machine);1;11;97.5;133.2
﻿2026-08-04;Nogi;Leg Extension (Machine);2;10;100.0;133.3
﻿2026-08-04;Nogi;Lying Leg Curl (Machine);0;10;57.5;76.7
﻿2026-08-04;Nogi;Lying Leg Curl (Machine);1;6;60.0;72.0
﻿2026-08-04;Nogi;Lying Leg Curl (Machine);2;7;60.0;74.0
﻿2026-08-04;Nogi;Hip Adduction (Machine);0;13;100.0;143.3
﻿2026-08-04;Nogi;Hip Adduction (Machine);1;13;100.0;143.3
﻿2026-08-04;Brzuch;Cable Crunch;0;12;55.0;77.0
﻿2026-08-04;Brzuch;Cable Crunch;1;12;55.0;77.0
﻿2026-08-04;Brzuch;Cable Crunch;2;11;55.0;75.2
﻿2026-08-04;Brzuch;Cable Core Pallof Press;0;9;26.25;34.1
﻿2026-08-04;Brzuch;Cable Core Pallof Press;1;8;27.5;34.8
﻿2026-08-03;Klatka;Bench Press (Barbell);0;7;97.5;120.2
﻿2026-08-03;Klatka;Bench Press (Barbell);1;6;100.0;120.0
﻿2026-08-03;Klatka;Bench Press (Barbell);2;5;102.5;119.6
﻿2026-08-03;Klatka;Bench Press (Barbell);3;3;105.0;115.5
﻿2026-08-03;Plecy;Pull Up;0;11;0.0;0.0
﻿2026-08-03;Plecy;Pull Up;1;10;0.0;0.0
﻿2026-08-03;Plecy;Pull Up;2;9;0.0;0.0
﻿2026-08-03;Plecy;Pull Up;3;8;0.0;0.0
﻿2026-08-03;Klatka;Incline Bench Press (Smith Machine);0;8;77.5;98.2
﻿2026-08-03;Klatka;Incline Bench Press (Smith Machine);1;7;80.0;98.7
﻿2026-08-03;Klatka;Incline Bench Press (Smith Machine);2;5;82.5;96.2
﻿2026-08-03;Plecy;T Bar Row;0;10;66.0;88.0
﻿2026-08-03;Plecy;T Bar Row;1;8;71.0;89.9
﻿2026-08-03;Plecy;T Bar Row;2;8;76.0;96.3
﻿2026-08-03;Klatka;Low Cable Fly Crossovers;0;10;17.5;23.3
﻿2026-08-03;Klatka;Low Cable Fly Crossovers;1;9;18.75;24.4
﻿2026-08-03;Klatka;Low Cable Fly Crossovers;2;11;13.75;18.8
﻿2026-08-03;Plecy;Single Arm Cable Row;0;11;53.75;73.5
﻿2026-08-03;Plecy;Single Arm Cable Row;1;10;55.0;73.3
﻿2026-08-03;Plecy;Single Arm Cable Row;2;12;41.25;57.7
﻿2026-08-03;Barki;Lateral Raise (Machine);0;7;65.0;80.2
﻿2026-08-03;Barki;Lateral Raise (Machine);1;11;47.5;64.9
﻿2026-08-03;Barki;Rear Delt Reverse Fly (Machine);0;10;25.0;33.3
﻿2026-08-03;Barki;Rear Delt Reverse Fly (Machine);1;13;17.5;25.1
﻿2026-08-03;Biceps;Bicep Curl (Cable);0;8;35.0;44.3
﻿2026-08-03;Biceps;Bicep Curl (Cable);1;12;26.25;36.8
﻿2026-08-03;Triceps;Triceps Rope Pushdown;0;8;35.0;44.3
﻿2026-08-03;Triceps;Triceps Rope Pushdown;1;12;27.5;38.5
﻿2026-08-01;Nogi;Hack Squat (Machine) Kapelanka;0;10;147.0;196.0
﻿2026-08-01;Nogi;Hack Squat (Machine) Kapelanka;1;9;149.5;194.3
﻿2026-08-01;Nogi;Hack Squat (Machine) Kapelanka;2;8;152.0;192.5
﻿2026-08-01;Nogi;Leg Extension (Machine) Kapelanka;0;10;91.5;122.0
﻿2026-08-01;Nogi;Leg Extension (Machine) Kapelanka;1;10;96.0;128.0
﻿2026-08-01;Nogi;Leg Extension (Machine) Kapelanka;2;10;98.5;131.3
﻿2026-08-01;Nogi;Lying Leg Curl (Machine) Kapelanka;0;10;62.5;83.3
﻿2026-08-01;Nogi;Lying Leg Curl (Machine) Kapelanka;1;10;67.0;89.3
﻿2026-08-01;Nogi;Lying Leg Curl (Machine) Kapelanka;2;10;69.5;92.7
﻿2026-08-01;Brzuch;Hanging Leg Raise;0;18;0.0;0.0
﻿2026-08-01;Brzuch;Hanging Leg Raise;1;17;0.0;0.0
﻿2026-08-01;Brzuch;Hanging Leg Raise;2;16;0.0;0.0
﻿2026-08-01;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;0;12;44.5;62.3
﻿2026-08-01;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;1;8;46.25;58.6
﻿2026-08-01;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;2;10;46.25;61.7
﻿2026-07-31;Barki;Overhead Press (Smith Machine);0;8;70.0;88.7
﻿2026-07-31;Barki;Overhead Press (Smith Machine);1;6;75.0;90.0
﻿2026-07-31;Barki;Overhead Press (Smith Machine);2;4;80.0;90.7
﻿2026-07-31;Barki;Overhead Press (Smith Machine);3;11;60.0;82.0
﻿2026-07-31;Barki;Lateral Raise (Dumbbell);0;16;15.0;23.0
﻿2026-07-31;Barki;Lateral Raise (Dumbbell);1;10;17.5;23.3
﻿2026-07-31;Barki;Single Arm Lateral Raise (Cable);0;10;10.0;13.3
﻿2026-07-31;Barki;Single Arm Lateral Raise (Cable);1;9;11.25;14.6
﻿2026-07-31;Barki;Face Pull;0;12;32.5;45.5
﻿2026-07-31;Barki;Face Pull;1;12;32.5;45.5
﻿2026-07-31;Barki;Face Pull;2;11;33.75;46.1
﻿2026-07-31;Barki;Face Pull;3;16;26.0;39.9
﻿2026-07-31;Biceps;Preacher Curl (Machine);0;6;55.0;66.0
﻿2026-07-31;Biceps;Preacher Curl (Machine);1;5;57.5;67.1
﻿2026-07-31;Biceps;Preacher Curl (Machine);2;7;43.5;53.7
﻿2026-07-31;Triceps;Skullcrusher (Barbell);0;7;51.5;63.5
﻿2026-07-31;Triceps;Skullcrusher (Barbell);1;6;54.0;64.8
﻿2026-07-31;Triceps;Skullcrusher (Barbell);2;13;41.5;59.5
﻿2026-07-31;Biceps;Seated Incline Curl (Dumbbell);0;12;17.5;24.5
﻿2026-07-31;Biceps;Seated Incline Curl (Dumbbell);1;8;20.0;25.3
﻿2026-07-31;Triceps;Triceps Pushdown V-Grip;0;10;43.75;58.3
﻿2026-07-31;Triceps;Triceps Pushdown V-Grip;1;9;45.0;58.5
﻿2026-07-31;Biceps;Hammer Curl (Cable);0;10;37.5;50.0
﻿2026-07-31;Biceps;Hammer Curl (Cable);1;9;38.75;50.4
﻿2026-07-31;Triceps;Single Arm Triceps Pushdown (Cable) (Catana);0;10;12.5;16.7
﻿2026-07-31;Triceps;Single Arm Triceps Pushdown (Cable) (Catana);1;9;13.75;17.9
﻿2026-07-30;Klatka;Feet Up Bench Press (Barbell);0;10;88.5;118.0
﻿2026-07-30;Klatka;Feet Up Bench Press (Barbell);1;9;91.0;118.3
﻿2026-07-30;Klatka;Feet Up Bench Press (Barbell);2;8;93.5;118.4
﻿2026-07-30;Plecy;Lat Pulldown - Close Grip (Cable);0;10;96.0;128.0
﻿2026-07-30;Plecy;Lat Pulldown - Close Grip (Cable);1;9;99.5;129.3
﻿2026-07-30;Plecy;Lat Pulldown - Close Grip (Cable);2;8;103.0;130.5
﻿2026-07-30;Plecy;Lat Pulldown - Close Grip (Cable);3;11;78.5;107.3
﻿2026-07-30;Klatka;Incline Chest Press (Machine);0;8;110.0;139.3
﻿2026-07-30;Klatka;Incline Chest Press (Machine);1;8;110.0;139.3
﻿2026-07-30;Klatka;Incline Chest Press (Machine);2;6;112.5;135.0
﻿2026-07-30;Klatka;Incline Chest Press (Machine);3;12;83.5;116.9
﻿2026-07-30;Plecy;Iso-Lateral High Row (Machine);0;10;140.0;186.7
﻿2026-07-30;Plecy;Iso-Lateral High Row (Machine);1;8;150.0;190.0
﻿2026-07-30;Plecy;Iso-Lateral High Row (Machine);2;12;112.5;157.5
﻿2026-07-30;Klatka;Butterfly (Pec Deck);0;11;112.5;153.8
﻿2026-07-30;Klatka;Butterfly (Pec Deck);1;9;115.0;149.5
﻿2026-07-30;Klatka;Butterfly (Pec Deck);2;9;87.0;113.1
﻿2026-07-30;Plecy;Pullover (Machine);0;12;102.5;143.5
﻿2026-07-30;Plecy;Pullover (Machine);1;11;107.5;146.9
﻿2026-07-30;Plecy;Pullover (Machine);2;9;112.5;146.2
﻿2026-07-29;Rozgrzewka;Warm Up;0;0;0.0;0.0
﻿2026-07-29;Nogi;Front Squat;0;5;105.0;122.5
﻿2026-07-29;Nogi;Front Squat;1;4;110.0;124.7
﻿2026-07-29;Nogi;Front Squat;2;3;115.0;126.5
﻿2026-07-29;Nogi;Romanian Deadlift (Barbell);0;9;132.5;172.2
﻿2026-07-29;Nogi;Romanian Deadlift (Barbell);1;8;142.5;180.5
﻿2026-07-29;Nogi;Romanian Deadlift (Barbell);2;6;152.5;183.0
﻿2026-07-29;Nogi;Belt Squat (Machine);0;12;160.0;224.0
﻿2026-07-29;Nogi;Belt Squat (Machine);1;10;170.0;226.7
﻿2026-07-29;Nogi;Belt Squat (Machine);2;8;180.0;228.0
﻿2026-07-29;Nogi;Leg Extension (Machine);0;10;95.0;126.7
﻿2026-07-29;Nogi;Leg Extension (Machine);1;10;97.5;130.0
﻿2026-07-29;Nogi;Leg Extension (Machine);2;10;100.0;133.3
﻿2026-07-29;Nogi;Seated Leg Curl (Machine);0;10;65.0;86.7
﻿2026-07-29;Nogi;Seated Leg Curl (Machine);1;9;70.0;91.0
﻿2026-07-29;Nogi;Seated Leg Curl (Machine);2;8;75.0;95.0
﻿2026-07-29;Nogi;Hip Adduction (Machine);0;12;100.0;140.0
﻿2026-07-29;Nogi;Hip Adduction (Machine);1;11;100.0;136.7
﻿2026-07-29;Brzuch;Cable Crunch;0;13;53.75;77.0
﻿2026-07-29;Brzuch;Cable Crunch;1;10;55.0;73.3
﻿2026-07-29;Brzuch;Cable Crunch;2;11;55.0;75.2
﻿2026-07-29;Brzuch;Cable Core Pallof Press;0;9;25.0;32.5
﻿2026-07-29;Brzuch;Cable Core Pallof Press;1;8;26.25;33.2
﻿2026-07-27;Klatka;Bench Press (Barbell);0;8;97.5;123.5
﻿2026-07-27;Klatka;Bench Press (Barbell);1;7;100.0;123.3
﻿2026-07-27;Klatka;Bench Press (Barbell);2;5;102.5;119.6
﻿2026-07-27;Klatka;Bench Press (Barbell);3;3;105.0;115.5
