"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Piątek - Barki i łapy","21 Aug 2026, 18:58","21 Aug 2026, 20:47","","Hammer Curl (Cable)",1,"Ostatnia seria - scisla izolacja.",1,"failure",30,11,,,
"Piątek - Barki i łapy","21 Aug 2026, 18:58","21 Aug 2026, 20:47","","Single Arm Triceps Pushdown (Cable) (Catana)",1,"Ostatnia seria - scisla izolacja.",0,"normal",15,5,,,
"Piątek - Barki i łapy","21 Aug 2026, 18:58","21 Aug 2026, 20:47","","Single Arm Triceps Pushdown (Cable) (Catana)",1,"Ostatnia seria - scisla izolacja.",1,"failure",11.25,8,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Feet Up Bench Press (Barbell)",,"",0,"normal",91,10,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Feet Up Bench Press (Barbell)",,"",1,"normal",93.5,7,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Feet Up Bench Press (Barbell)",,"",2,"normal",96,5,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Lat Pulldown - Close Grip (Cable)",,"Ostatnia seria - scisla izolacja",0,"normal",103,10,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Lat Pulldown - Close Grip (Cable)",,"Ostatnia seria - scisla izolacja",1,"normal",106,9,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Lat Pulldown - Close Grip (Cable)",,"Ostatnia seria - scisla izolacja",2,"normal",110,8,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Lat Pulldown - Close Grip (Cable)",,"Ostatnia seria - scisla izolacja",3,"failure",83,12,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Incline Chest Press (Machine)",,"Ostatnia seria - drop set, ale z normalnym odpoczynkiem",0,"normal",112.5,8,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Incline Chest Press (Machine)",,"Ostatnia seria - drop set, ale z normalnym odpoczynkiem",1,"normal",115,7,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Incline Chest Press (Machine)",,"Ostatnia seria - drop set, ale z normalnym odpoczynkiem",2,"normal",117.5,6,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Incline Chest Press (Machine)",,"Ostatnia seria - drop set, ale z normalnym odpoczynkiem",3,"failure",89,12,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Iso-Lateral High Row (Machine)",,"Ostatnia seria - scisla izolacja",0,"normal",150,10,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Iso-Lateral High Row (Machine)",,"Ostatnia seria - scisla izolacja",1,"normal",160,8,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Iso-Lateral High Row (Machine)",,"Ostatnia seria - scisla izolacja",2,"failure",120,15,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Butterfly (Pec Deck)",,"Ostatnia seria - scisla izolacja",0,"normal",117,10,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Butterfly (Pec Deck)",,"Ostatnia seria - scisla izolacja",1,"normal",119.5,8,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Butterfly (Pec Deck)",,"Ostatnia seria - scisla izolacja",2,"failure",89,11,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Pullover (Machine)",,"",0,"normal",110,12,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Pullover (Machine)",,"",1,"normal",115,10,,,
"Czwartek - Góra - Hiperchujnia","20 Aug 2026, 18:41","20 Aug 2026, 20:50","","Pullover (Machine)",,"",2,"normal",120,8,,,
"Środa - Dzień cardio","19 Aug 2026, 18:38","19 Aug 2026, 19:34","","Treadmill",,"",0,"normal",,,4.34,3360,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Warm Up",,"",0,"normal",,,,1320,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Front Squat",,"",0,"normal",108.5,4,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Front Squat",,"",1,"normal",113.5,3,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Front Squat",,"",2,"normal",118.5,2,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Romanian Deadlift (Barbell)",,"",0,"normal",136,9,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Romanian Deadlift (Barbell)",,"",1,"normal",146,8,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Romanian Deadlift (Barbell)",,"",2,"normal",156,6,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Belt Squat (Machine)",,"",0,"normal",190,12,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Belt Squat (Machine)",,"",1,"normal",200,11,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Belt Squat (Machine)",,"",2,"normal",210,10,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Leg Extension (Machine)",0,"",0,"normal",102.5,10,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Leg Extension (Machine)",0,"",1,"normal",105,10,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Leg Extension (Machine)",0,"",2,"failure",77.5,12,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Seated Leg Curl (Machine)",0,"",0,"normal",75,10,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Seated Leg Curl (Machine)",0,"",1,"normal",80,8,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Seated Leg Curl (Machine)",0,"",2,"failure",60,13,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Hip Adduction (Machine)",,"",0,"normal",100,13,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Hip Adduction (Machine)",,"",1,"failure",100,12,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Cable Crunch",,"",0,"normal",57.5,12,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Cable Crunch",,"",1,"normal",57.5,11,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Cable Crunch",,"",2,"failure",45,16,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Cable Core Pallof Press",,"",0,"normal",28.75,9,,,
"Wtorek - Dół","18 Aug 2026, 19:11","18 Aug 2026, 21:43","","Cable Core Pallof Press",,"",1,"normal",30,7,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Bench Press (Barbell)",,"Pierwsza seria - fail przy siodmym. Wspanialy poczatek.",0,"failure",98.5,6,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Bench Press (Barbell)",,"Pierwsza seria - fail przy siodmym. Wspanialy poczatek.",1,"normal",101,4,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Bench Press (Barbell)",,"Pierwsza seria - fail przy siodmym. Wspanialy poczatek.",2,"normal",103.5,3,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Bench Press (Barbell)",,"Pierwsza seria - fail przy siodmym. Wspanialy poczatek.",3,"normal",106,2,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Pull Up (Weighted)",,"",0,"normal",5,10,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Pull Up (Weighted)",,"",1,"normal",7.5,8,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Pull Up (Weighted)",,"",2,"normal",7.5,7,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Pull Up (Weighted)",,"",3,"normal",7.5,7,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Incline Bench Press (Smith Machine)",,"",0,"normal",80,7,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Incline Bench Press (Smith Machine)",,"",1,"normal",85,4,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Incline Bench Press (Smith Machine)",,"",2,"failure",64,13,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","T Bar Row",,"",0,"normal",72.5,10,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","T Bar Row",,"",1,"normal",77.5,8,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","T Bar Row",,"",2,"failure",58.25,15,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Low Cable Fly Crossovers",,"",0,"normal",18.75,11,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Low Cable Fly Crossovers",,"",1,"failure",20,7,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Low Cable Fly Crossovers",,"",2,"failure",15,11,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Single Arm Cable Row",,"",0,"normal",60,10,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Single Arm Cable Row",,"",1,"normal",62.5,8,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Single Arm Cable Row",,"",2,"failure",47.5,12,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Lateral Raise (Machine)",,"",0,"normal",67.5,5,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Lateral Raise (Machine)",,"",1,"failure",50,11,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",27.5,8,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Rear Delt Reverse Fly (Machine)",,"",1,"failure",20,15,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Bicep Curl (Cable)",0,"",0,"normal",37.5,7,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Bicep Curl (Cable)",0,"",1,"failure",28.75,12,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Triceps Rope Pushdown",0,"",0,"normal",37.5,7,,,
"Poniedziałek - Góra","17 Aug 2026, 19:09","17 Aug 2026, 21:47","","Triceps Rope Pushdown",0,"",1,"failure",28.75,12,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","15 Aug 2026, 14:28","15 Aug 2026, 15:56","Trening z babą - czas wydłużony.","Hack Squat (Machine) Kapelanka",,"",0,"normal",152,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","15 Aug 2026, 14:28","15 Aug 2026, 15:56","Trening z babą - czas wydłużony.","Hack Squat (Machine) Kapelanka",,"",1,"normal",154.5,9,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","15 Aug 2026, 14:28","15 Aug 2026, 15:56","Trening z babą - czas wydłużony.","Hack Squat (Machine) Kapelanka",,"",2,"normal",157,8,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","15 Aug 2026, 14:28","15 Aug 2026, 15:56","Trening z babą - czas wydłużony.","Leg Extension (Machine) Kapelanka",0,"",0,"normal",98.5,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","15 Aug 2026, 14:28","15 Aug 2026, 15:56","Trening z babą - czas wydłużony.","Leg Extension (Machine) Kapelanka",0,"",1,"normal",101,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","15 Aug 2026, 14:28","15 Aug 2026, 15:56","Trening z babą - czas wydłużony.","Leg Extension (Machine) Kapelanka",0,"",2,"normal",103,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","15 Aug 2026, 14:28","15 Aug 2026, 15:56","Trening z babą - czas wydłużony.","Lying Leg Curl (Machine) Kapelanka",0,"",0,"normal",69.5,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","15 Aug 2026, 14:28","15 Aug 2026, 15:56","Trening z babą - czas wydłużony.","Lying Leg Curl (Machine) Kapelanka",0,"",1,"normal",72,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","15 Aug 2026, 14:28","15 Aug 2026, 15:56","Trening z babą - czas wydłużony.","Lying Leg Curl (Machine) Kapelanka",0,"",2,"normal",74,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","15 Aug 2026, 14:28","15 Aug 2026, 15:56","Trening z babą - czas wydłużony.","Hanging Leg Raise",,"",0,"normal",,20,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","15 Aug 2026, 14:28","15 Aug 2026, 15:56","Trening z babą - czas wydłużony.","Hanging Leg Raise",,"",1,"normal",,18,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","15 Aug 2026, 14:28","15 Aug 2026, 15:56","Trening z babą - czas wydłużony.","Hanging Leg Raise",,"",2,"normal",,17,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","15 Aug 2026, 14:28","15 Aug 2026, 15:56","Trening z babą - czas wydłużony.","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",0,"normal",46.25,12,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","15 Aug 2026, 14:28","15 Aug 2026, 15:56","Trening z babą - czas wydłużony.","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",1,"normal",46.25,12,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","15 Aug 2026, 14:28","15 Aug 2026, 15:56","Trening z babą - czas wydłużony.","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",2,"normal",46.25,12,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Overhead Press (Smith Machine)",,"",0,"normal",70,9,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Overhead Press (Smith Machine)",,"",1,"normal",75,7,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Overhead Press (Smith Machine)",,"",2,"normal",80,4,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Overhead Press (Smith Machine)",,"",3,"failure",60,12,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Lateral Raise (Dumbbell)",,"",0,"normal",15,18,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Lateral Raise (Dumbbell)",,"",1,"failure",17.5,12,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Single Arm Lateral Raise (Cable)",,"",0,"normal",11.25,10,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Single Arm Lateral Raise (Cable)",,"",1,"normal",12.5,4,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Face Pull",,"",0,"normal",35,12,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Face Pull",,"",1,"normal",35,12,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Face Pull",,"",2,"normal",36.25,12,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Face Pull",,"",3,"failure",28.75,20,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Preacher Curl (Machine)",,"",0,"normal",55,7,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Preacher Curl (Machine)",,"",1,"normal",57.5,6,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Preacher Curl (Machine)",,"",2,"failure",43.5,9,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Skullcrusher (Barbell)",,"",0,"normal",51.5,9,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Skullcrusher (Barbell)",,"",1,"normal",54,6,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Skullcrusher (Barbell)",,"",2,"normal",44,12,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Seated Incline Curl (Dumbbell)",0,"",0,"normal",17.5,12,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Seated Incline Curl (Dumbbell)",0,"",1,"normal",20,8,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Triceps Pushdown V-Grip",0,"",0,"normal",46.25,10,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Triceps Pushdown V-Grip",0,"",1,"normal",47.5,7,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Hammer Curl (Cable)",1,"Ostatnia seria - scisla izloacja.",0,"normal",38.25,10,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Hammer Curl (Cable)",1,"Ostatnia seria - scisla izloacja.",1,"failure",28.75,10,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Single Arm Triceps Pushdown (Cable) (Catana)",1,"Ostatnia seria - scisla izloacja.",0,"normal",13.75,9,,,
"Piątek - Barki i łapy","14 Aug 2026, 16:27","14 Aug 2026, 18:56","","Single Arm Triceps Pushdown (Cable) (Catana)",1,"Ostatnia seria - scisla izloacja.",1,"failure",10,12,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Feet Up Bench Press (Barbell)",,"",0,"normal",90,10,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Feet Up Bench Press (Barbell)",,"",1,"normal",92.5,8,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Feet Up Bench Press (Barbell)",,"",2,"normal",95,6,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",99.5,11,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",103,10,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",110,7,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Lat Pulldown - Close Grip (Cable)",,"",3,"failure",82,12,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Incline Chest Press (Machine)",,"Dzisiaj w ostatniej serii, dwunaste powtorzenie niedopięte wiec nie zaliczam. Braklo centymetra lub dwoch.",0,"normal",112.5,8,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Incline Chest Press (Machine)",,"Dzisiaj w ostatniej serii, dwunaste powtorzenie niedopięte wiec nie zaliczam. Braklo centymetra lub dwoch.",1,"normal",115,7,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Incline Chest Press (Machine)",,"Dzisiaj w ostatniej serii, dwunaste powtorzenie niedopięte wiec nie zaliczam. Braklo centymetra lub dwoch.",2,"failure",117.5,6,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Incline Chest Press (Machine)",,"Dzisiaj w ostatniej serii, dwunaste powtorzenie niedopięte wiec nie zaliczam. Braklo centymetra lub dwoch.",3,"failure",88,11,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Iso-Lateral High Row (Machine)",,"",0,"normal",145,10,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Iso-Lateral High Row (Machine)",,"",1,"normal",155,8,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Iso-Lateral High Row (Machine)",,"",2,"failure",117.5,14,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Butterfly (Pec Deck)",,"Nie pamietam czy w ostatniej zrobilem 10 czy 11. Wpisuje 10.",0,"normal",115,11,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Butterfly (Pec Deck)",,"Nie pamietam czy w ostatniej zrobilem 10 czy 11. Wpisuje 10.",1,"normal",117,9,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Butterfly (Pec Deck)",,"Nie pamietam czy w ostatniej zrobilem 10 czy 11. Wpisuje 10.",2,"failure",88,10,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Pullover (Machine)",,"",0,"normal",107.5,12,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Pullover (Machine)",,"",1,"normal",112.5,10,,,
"Czwartek - Góra - Hiperchujnia","13 Aug 2026, 17:40","13 Aug 2026, 19:46","","Pullover (Machine)",,"",2,"normal",117.5,8,,,
"Środa - Dzień cardio","12 Aug 2026, 18:43","12 Aug 2026, 19:38","","Treadmill",,"",0,"normal",,,4.28,3300,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Warm Up",,"",0,"normal",,,,1260,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Front Squat",,"",0,"normal",107.5,5,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Front Squat",,"",1,"normal",112.5,4,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Front Squat",,"",2,"normal",117.5,2,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Romanian Deadlift (Barbell)",,"",0,"normal",135,9,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Romanian Deadlift (Barbell)",,"",1,"normal",145,8,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Romanian Deadlift (Barbell)",,"",2,"normal",155,6,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Belt Squat (Machine)",,"",0,"normal",180,12,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Belt Squat (Machine)",,"",1,"normal",190,11,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Belt Squat (Machine)",,"",2,"normal",200,10,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Leg Extension (Machine)",0,"Ostatnia seria, scisla izolacja.",0,"normal",100,11,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Leg Extension (Machine)",0,"Ostatnia seria, scisla izolacja.",1,"normal",102.5,10,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Leg Extension (Machine)",0,"Ostatnia seria, scisla izolacja.",2,"failure",77.5,11,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Seated Leg Curl (Machine)",0,"Lezaca robie w sobote, lepsza na kapelance, tutaj zmieniamy na siedzaca. \nOstatnia seria, scisla izolacja.",0,"normal",72.5,10,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Seated Leg Curl (Machine)",0,"Lezaca robie w sobote, lepsza na kapelance, tutaj zmieniamy na siedzaca. \nOstatnia seria, scisla izolacja.",1,"normal",77.5,8,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Seated Leg Curl (Machine)",0,"Lezaca robie w sobote, lepsza na kapelance, tutaj zmieniamy na siedzaca. \nOstatnia seria, scisla izolacja.",2,"normal",57.5,13,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Hip Adduction (Machine)",,"",0,"normal",100,13,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Hip Adduction (Machine)",,"",1,"normal",100,13,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Cable Crunch",,"Ostatnia seria, scisla izolacja.",0,"normal",55,13,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Cable Crunch",,"Ostatnia seria, scisla izolacja.",1,"normal",57.5,12,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Cable Crunch",,"Ostatnia seria, scisla izolacja.",2,"normal",43.75,16,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Cable Core Pallof Press",,"",0,"normal",27.5,9,,,
"Wtorek - Dół","11 Aug 2026, 19:09","11 Aug 2026, 21:36","","Cable Core Pallof Press",,"",1,"normal",28.75,8,,,
"Poniedziałek - Góra","10 Aug 2026, 19:20","10 Aug 2026, 22:07","","Bench Press (Barbell)",,"Jestem coraz wiekszym gównem w wyciskaniu leżąc.",0,"normal",98.5,7,,,
"Poniedziałek - Góra","10 Aug 2026, 19:20","10 Aug 2026, 22:07","","Bench Press (Barbell)",,"Jestem coraz wiekszym gównem w wyciskaniu leżąc.",1,"normal",101,5,,,
"Poniedziałek - Góra","10 Aug 2026, 19:20","10 Aug 2026, 22:07","","Bench Press (Barbell)",,"Jestem coraz wiekszym gównem w wyciskaniu leżąc.",2,"normal",103.5,4,,,
